profissao,salario,idade,sexo,regiao,estado,empresa,experiencia,trabalho,escolaridade,formacao,setor,satisfacao,modelo,nivel,linguagemPython,linguagemSQL,linguagemR,linguagemJava,linguagemJavascript,linguagemScala,linguagemVBA
Engenheiro de Dados,10000.0,35.0,Masculino,Sul,SC,Média,6 a 10 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,23.0,Masculino,Sudeste,RJ,Pequena,até 1 ano,PJ,Mestre,Outras,Outro,1.0,Home-Office,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,33.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,1500.0,20.0,Feminino,Sudeste,SP,Grande,1 a 2 anos,Estagiário,Estudante,Econ/Adm,Varejo,1.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,27.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Graduado,Engenharias,Finanças,0.0,Híbrido,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,27.0,Masculino,Nordeste,PE,Grande,2 a 3 anos,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,1500.0,23.0,Masculino,Sul,SC,Média,até 1 ano,Estagiário,Estudante,Econ/Adm,Outro,0.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,29.0,Masculino,Sul,RS,Grande,1 a 2 anos,CLT,Pós-Graduado,Comp/Sist,Saúde,1.0,Presencial,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,30.0,Masculino,Centro-oeste,MT,Grande,6 a 10 anos,Servidor,Pós-Graduado,Estat/Mat,Governamental,1.0,Híbrido,Sênior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,25.0,Masculino,Sul,SC,Média,1 a 2 anos,CLT,Graduado,Engenharias,Finanças,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,34.0,Masculino,Sul,PR,Pequena,até 1 ano,PJ,Mestre,Econ/Adm,Outro,1.0,Home-Office,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Cientista de Dados,2500.0,22.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,Estagiário,Graduado,Econ/Adm,Consultoria,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,23.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Outras,5000.0,43.0,Masculino,Nordeste,CE,Pequena,1 a 2 anos,CLT,Graduado,Comp/Sist,Tecnologia,0.0,Presencial,Pleno,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de Dados,10000.0,50.0,Masculino,Sudeste,RJ,Grande,10+ anos,CLT,Pós-Graduado,Econ/Adm,Energia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,26.0,Masculino,Sul,SC,Grande,6 a 10 anos,CLT,Não Graduado,,Varejo,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,36.0,Masculino,Centro-oeste,GO,Grande,1 a 2 anos,CLT,Pós-Graduado,Engenharias,Indústria,0.0,Presencial,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,48.0,Masculino,Sudeste,RJ,Média,6 a 10 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Presencial,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Cientista de Dados,18000.0,48.0,Masculino,Sudeste,RJ,Grande,10+ anos,CLT,Pós-Graduado,Estat/Mat,Saúde,1.0,Presencial,Sênior,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Analista de BI,1500.0,21.0,Masculino,Sudeste,SP,Grande,até 1 ano,Estagiário,Estudante,Estat/Mat,Indústria,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Cientista de Dados,10000.0,26.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Engenharias,Tecnologia,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,1500.0,21.0,Masculino,Sul,RS,Pequena,até 1 ano,Estagiário,Estudante,Quím/Fis,Tecnologia,1.0,Home-Office,Júnior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de Dados,22500.0,26.0,Masculino,Sul,PR,Grande,4 a 5 anos,PJ,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,36.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Telecom,0.0,Home-Office,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Analista de Dados,5000.0,29.0,Masculino,Sudeste,MG,Grande,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,3500.0,24.0,Masculino,Nordeste,CE,Pequena,2 a 3 anos,Estagiário,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,31.0,Masculino,Sudeste,RJ,Grande,1 a 2 anos,CLT,Mestre,Biológicas,Telecom,0.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,44.0,Masculino,Exterior,Fora,Média,2 a 3 anos,Freelancer,Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,26.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,PJ,Pós-Graduado,Comp/Sist,Telecom,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,22.0,Masculino,Sudeste,SP,Média,1 a 2 anos,CLT,Estudante,Comp/Sist,Telecom,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,24.0,Masculino,Sudeste,MG,Pequena,1 a 2 anos,CLT,Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Pleno,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,26.0,Masculino,Sudeste,ES,Pequena,2 a 3 anos,CLT,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,22500.0,28.0,Masculino,Sul,SC,Pequena,4 a 5 anos,PJ,Pós-Graduado,Comp/Sist,Educação,1.0,Home-Office,Pleno,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Outras,2500.0,28.0,Masculino,Sudeste,SP,Pequena,Sem Exp.,Freelancer,Graduado,Mkt/Comun,Internet,0.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,30.0,Masculino,Sul,PR,Grande,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,27.0,Masculino,Sudeste,MG,Grande,4 a 5 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de Dados,40000.0,38.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,PJ,Graduado,Comp/Sist,Internet,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,5000.0,24.0,Feminino,Sudeste,RJ,Média,2 a 3 anos,CLT,Mestre,Econ/Adm,Internet,1.0,Híbrido,Pleno,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Outras,5000.0,40.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Comp/Sist,Indústria,0.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,1500.0,25.0,Masculino,Sudeste,SP,Média,até 1 ano,Estagiário,Graduado,Econ/Adm,Varejo,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,21.0,Masculino,Nordeste,PE,Grande,até 1 ano,CLT,Estudante,Econ/Adm,Educação,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,44.0,Masculino,Nordeste,PB,Média,6 a 10 anos,CLT,Pós-Graduado,Econ/Adm,Indústria,1.0,Presencial,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,24.0,Masculino,Sudeste,MG,Grande,2 a 3 anos,CLT,Estudante,Comp/Sist,Finanças,0.0,Home-Office,Júnior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Outras,7000.0,43.0,Masculino,Sudeste,RJ,Grande,1 a 2 anos,CLT,Graduado,Econ/Adm,Energia,1.0,Híbrido,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Cientista de Dados,10000.0,25.0,Masculino,Sudeste,RJ,Média,2 a 3 anos,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,22.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Agronegócios,0.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,34.0,Feminino,Nordeste,BA,Pequena,4 a 5 anos,PJ,Doutor,Estat/Mat,Educação,1.0,Home-Office,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,18000.0,41.0,Masculino,Sudeste,MG,Pequena,10+ anos,PJ,Graduado,Estat/Mat,Internet,0.0,Híbrido,Sênior,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Analista de Dados,5000.0,28.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,34.0,Masculino,Exterior,Fora,Grande,até 1 ano,Outros,Graduado,Econ/Adm,Indústria,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,36.0,Masculino,Nordeste,BA,Grande,até 1 ano,CLT,Pós-Graduado,Comp/Sist,Outro,0.0,Presencial,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,31.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Mestre,Engenharias,Saúde,1.0,Home-Office,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,29.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Saúde,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,7000.0,33.0,Masculino,Sul,SC,Grande,2 a 3 anos,CLT,Graduado,Econ/Adm,Outro,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,1500.0,22.0,Masculino,Nordeste,CE,Média,até 1 ano,Estagiário,Estudante,Comp/Sist,Tecnologia,0.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,18000.0,25.0,Masculino,Sul,RS,Média,6 a 10 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,1500.0,22.0,Masculino,Sudeste,MG,Pequena,até 1 ano,Estagiário,Estudante,Estat/Mat,Tecnologia,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,37.0,Feminino,Sudeste,SP,Pequena,até 1 ano,CLT,Mestre,Econ/Adm,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,31.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Mkt/Comun,Internet,1.0,Híbrido,Sênior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,46.0,Masculino,Sudeste,SP,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Indústria,0.0,Híbrido,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,28.0,Masculino,Sul,PR,Média,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Indústria,0.0,Presencial,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,1500.0,22.0,Masculino,Sudeste,SP,Grande,até 1 ano,Estagiário,Estudante,Engenharias,Saúde,0.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,23.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Mestre,Comp/Sist,Imobiliário,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,27500.0,31.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Não Graduado,,Tecnologia,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,33.0,Masculino,Nordeste,AL,Média,2 a 3 anos,CLT,Mestre,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Analista de BI,7000.0,34.0,Feminino,Sudeste,MG,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Agronegócios,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,22.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,CLT,Estudante,Econ/Adm,Finanças,1.0,Híbrido,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,7000.0,24.0,Feminino,Nordeste,SE,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Cientista de Dados,14000.0,27.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Comp/Sist,Saúde,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,35.0,Masculino,Sul,RS,Grande,1 a 2 anos,CLT,Mestre,Mkt/Comun,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,1500.0,18.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,Estagiário,Estudante,Estat/Mat,Saúde,1.0,Home-Office,Júnior,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Analista de Dados,14000.0,35.0,Masculino,Exterior,Fora,Grande,10+ anos,Outros,Graduado,Estat/Mat,Indústria,0.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,1000.0,20.0,Masculino,Centro-oeste,DF,Pequena,até 1 ano,Freelancer,Não Graduado,,Internet,1.0,Home-Office,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,22.0,Masculino,Sudeste,SP,Média,até 1 ano,CLT,Graduado,Mkt/Comun,Marketing,1.0,Híbrido,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,18000.0,32.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Mestre,Quím/Fis,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,7000.0,33.0,Masculino,Sul,RS,Média,2 a 3 anos,Servidor,Mestre,Engenharias,Saúde,0.0,Presencial,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,32.0,Masculino,Sudeste,SP,Média,6 a 10 anos,PJ,Graduado,Mkt/Comun,Marketing,0.0,Híbrido,Sênior,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Cientista de Dados,10000.0,26.0,Feminino,Sudeste,MG,Grande,4 a 5 anos,CLT,Graduado,Estat/Mat,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,32.0,Masculino,Sul,SC,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Outro,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,14000.0,40.0,Masculino,Nordeste,PI,Grande,4 a 5 anos,Servidor,Doutor,Mkt/Comun,Educação,1.0,Híbrido,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,32.0,Masculino,Nordeste,CE,Grande,4 a 5 anos,CLT,Graduado,Quím/Fis,Finanças,1.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,18000.0,30.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Mestre,Engenharias,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de Dados,7000.0,32.0,Feminino,Sul,SC,Grande,4 a 5 anos,CLT,Graduado,Engenharias,Indústria,1.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,35.0,Masculino,Centro-oeste,GO,Grande,até 1 ano,CLT,Graduado,Econ/Adm,Tecnologia,0.0,Home-Office,Júnior,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Analista de BI,5000.0,27.0,Feminino,Nordeste,CE,Pequena,2 a 3 anos,CLT,Pós-Graduado,Econ/Adm,Tecnologia,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,23.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Internet,1.0,Home-Office,Júnior,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Analista de BI,7000.0,29.0,Feminino,Sul,RS,Grande,Sem Exp.,CLT,Graduado,Engenharias,Indústria,1.0,Presencial,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,27.0,Masculino,Sul,SC,Grande,4 a 5 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Outras,5000.0,43.0,Masculino,Nordeste,CE,Pequena,até 1 ano,CLT,Estudante,Comp/Sist,Varejo,0.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,26.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Analista de BI,10000.0,,Masculino,Sudeste,SP,Pequena,10+ anos,PJ,Mestre,Mkt/Comun,Energia,1.0,Home-Office,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,34.0,Feminino,Sudeste,MG,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Internet,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,40.0,Masculino,Nordeste,CE,Pequena,10+ anos,PJ,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,31.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Finanças,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,24.0,Feminino,Nordeste,CE,Grande,2 a 3 anos,CLT,Pós-Graduado,Econ/Adm,Alimentício,0.0,Home-Office,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,31.0,Masculino,Nordeste,SE,Média,1 a 2 anos,CLT,Doutor,Quím/Fis,Consultoria,1.0,Home-Office,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,27.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Graduado,Comp/Sist,Consultoria,0.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,33.0,Masculino,Sudeste,SP,Pequena,2 a 3 anos,PJ,Estudante,Estat/Mat,Finanças,1.0,Home-Office,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,24.0,Masculino,Nordeste,RN,Grande,1 a 2 anos,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,30.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Comp/Sist,Varejo,0.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,32.0,Masculino,Sul,RS,Grande,até 1 ano,CLT,Graduado,Econ/Adm,Tecnologia,0.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,1500.0,23.0,Feminino,Sudeste,MG,Média,até 1 ano,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,23.0,Masculino,Sudeste,RJ,Pequena,2 a 3 anos,PJ,Estudante,Econ/Adm,Entretenimento,0.0,Home-Office,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Cientista de Dados,18000.0,38.0,Masculino,Sudeste,SP,Pequena,10+ anos,PJ,Estudante,Comp/Sist,Saúde,0.0,Home-Office,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Cientista de Dados,7000.0,28.0,Masculino,Sudeste,MG,Grande,4 a 5 anos,CLT,Pós-Graduado,Econ/Adm,Educação,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,26.0,Masculino,Sudeste,MG,Média,2 a 3 anos,PJ,Estudante,Comp/Sist,Outro,1.0,Home-Office,Pleno,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Analista de Dados,7000.0,31.0,Masculino,Centro-oeste,GO,Grande,até 1 ano,PJ,Pós-Graduado,Comp/Sist,Imobiliário,0.0,Presencial,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Cientista de Dados,7000.0,31.0,Feminino,Sudeste,MG,Grande,1 a 2 anos,CLT,Doutor,Engenharias,Varejo,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,44.0,Masculino,Sudeste,SP,Média,1 a 2 anos,CLT,Estudante,Comp/Sist,Indústria,0.0,Presencial,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,18000.0,43.0,Masculino,Sudeste,SP,Média,Sem Exp.,CLT,Pós-Graduado,Comp/Sist,Educação,1.0,Presencial,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,30.0,Masculino,Sul,SC,Grande,até 1 ano,CLT,Graduado,Engenharias,Finanças,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,26.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Engenharias,Saúde,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de Dados,14000.0,29.0,Feminino,Exterior,Fora,Grande,4 a 5 anos,Outros,Graduado,Engenharias,Finanças,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,3500.0,33.0,Masculino,Nordeste,PI,Média,até 1 ano,CLT,Estudante,Econ/Adm,Agronegócios,1.0,Presencial,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,29.0,Masculino,Exterior,Fora,Média,2 a 3 anos,Outros,Graduado,Comp/Sist,Tecnologia,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,18000.0,27.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Híbrido,Sênior,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Outras,14000.0,32.0,Masculino,Centro-oeste,MT,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Varejo,0.0,Presencial,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,25.0,Masculino,Norte,,Grande,1 a 2 anos,CLT,Pós-Graduado,Engenharias,Varejo,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,3500.0,29.0,Masculino,Sudeste,SP,Pequena,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Presencial,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,35.0,Masculino,Sudeste,RJ,Pequena,2 a 3 anos,CLT,Graduado,Estat/Mat,Tecnologia,0.0,Home-Office,Júnior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,29.0,Masculino,Nordeste,CE,Média,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Educação,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Cientista de Dados,3500.0,25.0,Masculino,Nordeste,SE,Média,até 1 ano,CLT,Mestre,Econ/Adm,Tecnologia,1.0,Home-Office,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,41.0,Masculino,Sudeste,RJ,Média,Sem Exp.,CLT,Pós-Graduado,Engenharias,Energia,0.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,29.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Engenharias,Agronegócios,1.0,Presencial,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,35000.0,26.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Pós-Graduado,Estat/Mat,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de ML,10000.0,33.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de Dados,5000.0,28.0,Masculino,Sudeste,MG,Grande,2 a 3 anos,CLT,Doutor,Estat/Mat,Consultoria,1.0,Home-Office,Sênior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
